code,descr,status,picref,catalog1,catalog2,price1,price2,price3,price4,buy1,buy2,buy3,buy4,oldprice1,oldprice2,oldprice3,oldprice4,catgDisplayNum,info
6110e1395,"27.05.18 Israeli Innovation special Sheet of 21 stamps, numbered 1999 exist",Available,pic.php?ID=6110e1395,,,50.00,60.00,,,1,1,,,,,,,25,
6110ePE10,01.03.18 Passover - 'My Own Stamp' full Sheet (9v),Available,pic.php?ID=6110ePE10,,,17.50,30.00,,,1,1,,,,,,,25,
6110eNACH,18.03.18 Nachal - 'My Own Stamp' full Sheet (12v),Available,pic.php?ID=6110eNACH,,,25.00,35.00,,,1,1,,,,,,,25,
6110e70DI,"20.04.18 Independence Declaration 70 Years - 'My Own Stamp' full Sheet (36v), numbered 1499 exist",Available,pic.php?ID=6110e70DI,,,90.00,150.00,,,1,1,,,,,,,25,
6110e70SI,"27.05.18 State of Israel 70 Years - 'My Own Stamp' full Sheet (12v), numbered 1499 exist",Available,pic.php?ID=6110e70SI,,,25.00,35.00,,,1,1,,,,,,,25,
6110eJLV,27.05.18 Jerusalem with Love - 'My Own Stamp' full Sheet (9v),Available,pic.php?ID=6110eJLV,,,17.50,30.00,,,1,1,,,,,,,25,
6110e1378,2018 Spring Flowers self adhesive from booklet (4v),In Stock,pic.php?ID=6110e1378,,,----,20.00,10.00,,,1,1,,,,,,26,
6110k1801,"01.01.18 'Inbar 19' Trains, full set of 6 values 2.50/4.10/6.50/7.40/8.30/9.00",Available,pic.php?ID=6110k1801,,,19.00,,,,1,,,,,,,,27,
6110k1802,"01.01.18 'Inbar 19' Trains, FDC inland 2.50 value",1 In Stock,pic.php?ID=6110k1802,,,2.50,,,,1,,,,,,,,27,
6110k1803,"06.02.18 'Inbar 20' Valley Railway, full set of 6 values 2.50/4.10/6.50/7.40/8.30/9.00",Available,pic.php?ID=6110k1803,,,19.00,,,,1,,,,,,,,27,
6110k1804,"06.02.18 'Inbar 20' Valley Railway, FDC inland 2.50 value",1 In Stock,pic.php?ID=6110k1804,,,2.50,,,,1,,,,,,,,27,
6110k1805,"09.04.18 'Inbar 21' Steam Locomotives, full set of 6 values 2.50/4.10/6.50/7.40/8.30/9.00",Available,pic.php?ID=6110k1805,,,19.00,,,,1,,,,,,,,27,
6110k1806,"09.04.18 'Inbar 21' Steam Locomotives, FDC inland 2.50 value",1 In Stock,pic.php?ID=6110k1806,,,2.50,,,,1,,,,,,,,27,
6110k1807,"27.05.18 'Inbar 22' Diesel Locomotives, full set of 6 values 2.50/4.10/6.50/7.40/8.30/9.00",Available,pic.php?ID=6110k1807,,,19.00,,,,1,,,,,,,,27,
6110k1808,"27.05.18 'Inbar 22' Diesel Locomotives, FDC inland 2.50 value",1 In Stock,pic.php?ID=6110k1808,,,2.50,,,,1,,,,,,,,27,
6110k1809,"27.05.18 'Inbar 23' 70th Independence, full set of 6 values 2.50/4.10/6.50/7.40/8.30/9.00",Available,pic.php?ID=6110k1809,,,19.00,,,,1,,,,,,,,27,
6110k1810,"27.05.18 'Inbar 23' Independence 70th, FDC inland 2.50 value",1 In Stock,pic.php?ID=6110k1810,,,2.50,,,,1,,,,,,,,27,
6110k1811,"27.05.18 'Inbar 24' Stamp Exhibition 2018, full set of 6 values 2.50/4.10/6.50/7.40/8.30/9.00",Available,pic.php?ID=6110k1811,,,19.00,,,,1,,,,,,,,27,
6110k1812,"27.05.18 'Inbar 24' Stamp Exhibition 2018, FDC inland 2.50 value",1 In Stock,pic.php?ID=6110k1812,,,2.50,,,,1,,,,,,,,27,
6110k1813,"27.05.18 'Maor 8' Stamp Exhibition Tete-Beche Sheet tariff set of 10 values 2.50/3.20/4.10/4.20/4.50/6.50/7.40/8.30/9.00/9.50",Catalogue,pic.php?ID=6110k1813,,,30.00,,,,,,,,,,,,27,
6110k1814,"27.05.18 'Maor 8' Stamp Exhibition, set of five FDC inland 2.50 value",1 In Stock,pic.php?ID=6110k1814,,,9.00,,,,1,,,,,,,,27,
6110s1396,"2018 Litwinski House - Estonia Joint Issue",Catalog,pic.php?ID=6110s1396,,,0.50,1.00,,,1,1,,,,,,,2,
6110s1397,"2018 Pioneering Women - Recha Freier and Ada Sereni",Catalog,pic.php?ID=6110s1397,,,1.50,6.00,,,1,1,,,,,,,2,
6110s1399,"2018 Archeozoology in Eretz Israel",Catalog,pic.php?ID=6110s1399,,,3.00,3.00,,,1,1,,,,,,,2,
6110s1400,"2018 Festivals - Date Palms",Catalog,pic.php?ID=6110s1400,,,8.00,9.00,,,1,1,,,,,,,2,
6110s1403,"2018 Happy Hanukkah - United States Joint Issue",Catalog,pic.php?ID=6110s1403,,,4.50,4.50,,,1,1,,,,,,,2,
6110s1401,"2018 Independence Years - Poland Joint Issue",Catalog,pic.php?ID=6110s1401,,,3.00,5.00,,,1,1,,,,,,,2,
6110s1404,"2018 Israeli Achievements - Robotics",Catalog,pic.php?ID=6110s1404,,,2.50,3.00,,,1,1,,,,,,,2,
6110s1406,"2018 Israel Securities Authority, 50 Years",Catalog,pic.php?ID=6110s1406,,,3.80,3.90,,,1,1,,,,,,,2,
6110s1407,"2018 Trees in Israel",Catalog,pic.php?ID=6110s1407,,,3.90,4.90,,,1,1,,,,,,,2,
6110s1409,"2019 Birds in Israel - Coraciiformes",Catalog,pic.php?ID=6110s1409,,,5.00,6.00,,,1,1,,,,,,,2,
6110s1411,"2019 Science Oriented Youth",Catalog,pic.php?ID=6110s1411,,,7.00,8.00,,,1,1,,,,,,,2,
6110s1412,"2019 The Purim Mitzvahs",Catalog,pic.php?ID=6110s1412,,,3.00,3.50,,,1,1,,,,,,,2,
6110s1414,"2019 Greetings - Happy Birthday",Catalog,pic.php?ID=6110s1414,,,2.00,2.50,,,1,1,,,,,,,2,
6110s1415,"2019 Mountains in Israel",Catalog,pic.php?ID=6110s1415,,,3.50,5.00,,,1,1,,,,,,,2,
6110s1416,"2019 Memorial Day",Catalog,pic.php?ID=6110s1416,,,2.00,3.00,,,1,1,,,,,,,2,
6110s1417,"2019 Hava Nagila",Catalog,pic.php?ID=6110s1417,,,6.00,7.00,,,1,1,,,,,,,2,
6110s1419,"2019 Printed Press in Israel",Catalog,pic.php?ID=6110s1419,,,5.00,7.50,,,1,1,,,,,,,2,
6110s1420,"2019 Ethnic Festivals - Mimouna",Catalog,pic.php?ID=6110s1420,,,2.50,3.00,,,1,1,,,,,,,2,
6110s1421,"2019 Endangered Mammals in Israel",Catalog,pic.php?ID=6110s1421,,,4.00,4.50,,,1,1,,,,,,,2,
6110s1423,"2019 50 Years of Diplomatic Relations - Singapore Joint Issue",Catalog,pic.php?ID=6110s1423,,,4.50,5.50,,,1,1,,,,,,,2,
6110s1433,"2019 Jerusalem - Souvenir Sheet",Catalog,pic.php?ID=6110s1433,,,60.00,70.00,,,1,1,,,,,,,2,
6110s1424,"2019 Ariel Sharon Park",Catalog,pic.php?ID=6110s1424,,,4.00,5.00,,,1,1,,,,,,,2,
6110s1425,"2019 Cycling in Israel",Catalog,pic.php?ID=6110s1425,,,6.00,7.50,,,1,1,,,,,,,2,
6110s1426,"2019 Tourism in Israel",Catalog,pic.php?ID=6110s1426,,,4.00,4.50,,,1,1,,,,,,,2,
6110s1435,"2019 Ketubah - Souvenir Sheet",Catalog,pic.php?ID=6110s1435,,,9.00,11.00,,,1,1,,,,,,,2,
6110s1437,"2019 Bilateral Relations 25 years - Souvenir Sheet",Catalog,pic.php?ID=6110s1437,,,8.00,10.00,,,1,1,,,,,,,2,
6110s1438,"2019 Autumn Flowers",Catalog,pic.php?ID=6110s1438,,,6.00,6.00,,,1,1,,,,,,,2,
6110s1439,"2019 Fighting Breast Cancer",Catalog,pic.php?ID=6110s1439,,,2.00,3.00,,,1,1,,,,,,,2,
6110s1440,"2019 Ethnic Festivals - Sehrane",Catalog,pic.php?ID=6110s1440,,,3.00,4.00,,,1,1,,,,,,,2,
6110s1441,"2019 Festivals - Honey Flowers",Catalog,pic.php?ID=6110s1441,,,8.00,10.00,,,1,1,,,,,,,2,
6110s1443,"2019 Israeli Board Games",Catalog,pic.php?ID=6110s1443,,,5.00,6.00,,,1,1,,,,,,,2,
6110s1444,"2019 Monsters",Catalog,pic.php?ID=6110s1444,,,8.00,9.00,,,1,1,,,,,,,2,
6110s1446,"2019 Ethnic Festivals - Sigd",Catalog,pic.php?ID=6110s1446,,,3.50,4.00,,,1,1,,,,,,,2,
6110s1447,"2019 Philately Day - Weizmann Institute 70 years",Catalog,pic.php?ID=6110s1447,,,4.00,4.50,,,1,1,,,,,,,2,
6110s1448,"2020 Rose 'DOAR 24'",Catalog,pic.php?ID=6110s1448,,,3.50,4.00,,,1,1,,,,,,,2,
6110s1449,"2020 Rabbi Azriel Hildesheimer",Catalog,pic.php?ID=6110s1449,,,5.00,5.80,,,1,1,,,,,,,2,
6110s1450,"2020 New Histadrut Centennial",Catalog,pic.php?ID=6110s1450,,,1.25,4.00,,,1,1,,,,,,,2,
6110s1451,"2020 Keren Hayesod UIA Centennial",Catalog,pic.php?ID=6110s1451,,,2.00,4.00,,,1,1,,,,,,,2,
6110s1452,"2020 CMYK Color Printing",Catalog,pic.php?ID=6110s1452,,,7.00,7.50,,,1,1,,,,,,,2,
6110s1454,"2020 Ben Gurion University of the Negev - 50 years",Catalog,pic.php?ID=6110s1454,,,2.25,3.00,,,1,1,,,,,,,2,
6110s1456,"2020 Bees in Israel",Catalog,pic.php?ID=6110s1456,,,6.00,7.00,,,1,1,,,,,,,2,
6110s1459,"2020 Memorial Day - Souvenir Sheet",Catalog,pic.php?ID=6110s1459,,,7.00,8.00,,,1,1,,,,,,,2,
6110s1460,"2020 Concentration Camps Liberation - 75 years",Catalog,pic.php?ID=6110s1460,,,4.00,4.50,,,1,1,,,,,,,2,
6110s1461,"2020 Good Luck",Catalog,pic.php?ID=6110s1461,,,2.00,2.50,,,1,1,,,,,,,2,
6110s1462,"2020 Mikve Israel - 150 years",Catalog,pic.php?ID=6110s1462,,,2.25,2.75,,,1,1,,,,,,,2,
6110s1458,"2020 Transportation in Eretz Yisrael - Souvenir Sheet",Catalog,pic.php?ID=6110s1458,,,60.00,70.00,,,1,1,,,,,,,2,
6110s1463,"2020 Summer Flowers",Catalog,pic.php?ID=6110s1463,,,13.00,13.50,,,1,1,,,,,,,2,
6110s1464,"2020 Israeli Authors and Poets",Catalog,pic.php?ID=6110s1464,,,4.00,5.00,,,1,1,,,,,,,2,
6110s1465,"2020 From Jaffa to Tel-Aviv and From Olinda to Recife - Brazil Joint Issue",Catalog,pic.php?ID=6110s1465,,,6.00,10.00,,,1,1,,,,,,,2,
6110s1467,"2020 Festivals - Modern Jewish Art - Mandalas",Catalog,pic.php?ID=6110s1467,,,8.00,9.00,,,1,1,,,,,,,2,
6110s1469,"2020 Murals in Israel",Catalog,pic.php?ID=6110s1469,,,9.00,10.00,,,1,1,,,,,,,2,
6110s1472,"2020 Steinhardt Museum of Natural History",Catalog,pic.php?ID=6110s1472,,,6.80,7.90,,,1,1,,,,,,,2,
6110s1474,"2020 Beethoven 250th Birthday",Catalog,pic.php?ID=6110s1474,,,5.50,6.50,,,1,1,,,,,,,2,
6110s1475,"2020 Bible - Meetings of Peace",Catalog,pic.php?ID=6110s1475,,,6.80,7.50,,,1,1,,,,,,,2,
6110s1476,"2020 Bible - Meetings of Peace - Souvenir Sheet",Catalog,pic.php?ID=6110s1476,,,8.80,10.00,,,1,1,,,,,,,2,
6110s1477,"2021 Volcani Agricultural Center",Catalog,pic.php?ID=6110s1477,,,3.00,3.50,,,1,1,,,,,,,2,
6110s1478,"2021 JNF 120th Anniversary",Catalog,pic.php?ID=6110s1478,,,5.00,5.00,,,1,1,,,,,,,2,
6110s1479,"2021 Remote-Sensing Satellites",Catalog,pic.php?ID=6110s1479,,,8.00,9.00,,,1,1,,,,,,,2,
6110s1481,"2021 Rescue by Jews During the Holocaust",Catalog,pic.php?ID=6110s1481,,,5.50,6.50,,,1,1,,,,,,,2,
6110s1483,"2021 Nostalgia Professions",Catalog,pic.php?ID=6110s1483,,,7.90,8.90,,,1,1,,,,,,,2,
6110s1486,"2021 Blessing of the House (Souvenir Sheet) - Souvenir Sheet",Catalog,pic.php?ID=6110s1486,,,10.00,11.00,,,1,1,,,,,,,2,
6110s1487,"2021 Memorial Day",Catalog,pic.php?ID=6110s1487,,,1.70,3.00,,,1,1,,,,,,,2,
6110s1488,"2021 Bank Hapoalim Centennial",Catalog,pic.php?ID=6110s1488,,,5.00,7.00,,,1,1,,,,,,,2,
6110s1489,"2021 Tokyo Olympics",Catalog,pic.php?ID=6110s1489,,,8.00,8.00,,,1,1,,,,,,,2,
6110s1490,"2021 Manufacturers Association",Catalog,pic.php?ID=6110s1490,,,3.50,3.50,,,1,1,,,,,,,2,
6110s1491,"2021 Tu B'Av",Catalog,pic.php?ID=6110s1491,,,8.00,10.00,,,1,1,,,,,,,2,
6110s1493,"2021 Police Orchestra Centennial",Catalog,pic.php?ID=6110s1493,,,7.00,9.00,,,1,1,,,,,,,2,
6110s1494,"2021 Shmuel Agnon Nobel Prize",Catalog,pic.php?ID=6110s1494,,,3.00,4.00,,,1,1,,,,,,,2,
6110s1496,"2021 Rabbi Yitzhak Nissim",Catalog,pic.php?ID=6110s1496,,,5.00,5.50,,,1,1,,,,,,,2,
6110s1497,"2021 Festivals - Ecclesiastes",Catalog,pic.php?ID=6110s1497,,,8.50,10.00,,,1,1,,,,,,,2,
6110s1499,"2021 Space Observatories",Catalog,pic.php?ID=6110s1499,,,8.00,9.00,,,1,1,,,,,,,2,
6110s1501,"2021 Waterfalls in Israel",Catalog,pic.php?ID=6110s1501,,,10.00,11.00,,,1,1,,,,,,,2,
6110s1502,"2021 Mouth and Foot Painting",Catalog,pic.php?ID=6110s1502,,,2.75,3.75,,,1,1,,,,,,,2,
6110s1504,"2021 Thanks to All Those Fighting COVID19",Catalog,pic.php?ID=6110s1504,,,4.75,5.75,,,1,1,,,,,,,2,
6110s1505,"2021 Tomas G Masaryk",Catalog,pic.php?ID=6110s1505,,,2.85,3.85,,,1,1,,,,,,,2,
6110s1506,"2022 Farmers Federation of Israel",Catalog,pic.php?ID=6110s1506,,,5.50,6.00,,,1,1,,,,,,,2,
6110s1507,"2022 Givyatim Centennial",Catalog,pic.php?ID=6110s1507,,,2.90,3.40,,,1,1,,,,,,,2,
6110s1508,"2022 Cactus Family",Catalog,pic.php?ID=6110s1508,,,8.50,9.00,,,1,1,,,,,,,2,
6110s1510,"2022 Church and Synagogue Sanctuaries",Catalog,pic.php?ID=6110s1510,,,3.80,4.80,,,1,1,,,,,,,2,
6110s1512,"2022 Shaare Zedek Medical Center in Jerusalem 120 Years",Catalog,pic.php?ID=6110s1512,,,5.50,6.00,,,1,1,,,,,,,2,
6110s1514,"2022 Art from the Holocaust",Catalog,pic.php?ID=6110s1514,,,5.50,6.00,,,1,1,,,,,,,2,
6110s1516,"2022 Raanana Centennial",Catalog,pic.php?ID=6110s1516,,,5.00,6.00,,,1,1,,,,,,,2,
6110s1517,"2022 Memorial Day",Catalog,pic.php?ID=6110s1517,,,1.70,3.00,,,1,1,,,,,,,2,
6110s1518,"2022 Revelation on Mount Sinai (Souvenir Sheet)",Catalog,pic.php?ID=6110s1518,,,9.50,10.00,,,1,1,,,,,,,2,
6110s1519,"2022 Revelation on Mount Sinai (Souvenir Sheet) - Souvenir Sheet",Catalog,pic.php?ID=6110s1519,,,9.50,10.00,,,1,1,,,,,,,2,
6110s1520,"2022 Scuba Diving Sites in Israel",Catalog,pic.php?ID=6110s1520,,,5.00,14.00,,,1,1,,,,,,,2,
6110s1522,"2022 LGBTQ Community",Catalog,pic.php?ID=6110s1522,,,4.25,6.00,,,1,1,,,,,,,2,
6110s1523,"2022 21st Maccabiah",Catalog,pic.php?ID=6110s1523,,,6.00,6.50,,,1,1,,,,,,,2,
6110s1524,"2022 Christians Who Stand For Israel",Catalog,pic.php?ID=6110s1524,,,4.00,5.00,,,1,1,,,,,,,2,
6110s1525,"2022 Mediterranean Sea Shells",Catalog,pic.php?ID=6110s1525,,,8.00,9.00,,,1,1,,,,,,,2,
6110s1527,"2022 Festivals",Catalog,pic.php?ID=6110s1527,,,10.00,11.00,,,1,1,,,,,,,2,
6110s1529,"2022 70 Years Diplomatic Relations",Catalog,pic.php?ID=6110s1529,,,5.00,6.00,,,1,1,,,,,,,2,
6110s1530,"2022 Food Industry in Eretz Israel",Catalog,pic.php?ID=6110s1530,,,15.00,14.00,,,1,1,,,,,,,2,
6110s1531,"2022 Umm Leisun Inscription - 30 Years Diplomatic Relations",Catalog,pic.php?ID=6110s1531,,,3.25,4.00,,,1,1,,,,,,,2,
6110s1533,"2022 Mount Hermon Resort 50 Years",Catalog,pic.php?ID=6110s1533,,,3.00,4.00,,,1,1,,,,,,,2,
6110s1535,"2022 House of David Inscription",Catalog,pic.php?ID=6110s1535,,,2.25,3.50,,,1,1,,,,,,,2,
6110s1536,"2023 Pioneering Women - Shoshana Shababo and Ada Fishman Maimon",Catalog,pic.php?ID=6110s1536,,,6.00,6.00,,,1,1,,,,,,,2,
6110s1538,"2023 The Traveler's Prayer - Souvenir Sheet",Catalog,pic.php?ID=6110s1538,,,8.00,9.00,,,1,1,,,,,,,2,
6110s1539,"2023 Standards Institution of Israel Centennial",Catalog,pic.php?ID=6110s1539,,,4.80,5.00,,,1,1,,,,,,,2,
6110s1540,"2023 Carnivora in Israel",Catalog,pic.php?ID=6110s1540,,,7.00,7.50,,,1,1,,,,,,,2,
6110s1542,"2023 Israel Electric Corporation Centennial",Catalog,pic.php?ID=6110s1542,,,4.30,4.80,,,1,1,,,,,,,2,
6110s1543,"2023 International Mail from Eretz Israel",Catalog,pic.php?ID=6110s1543,,,10.00,12.00,,,1,1,,,,,,,2,
6110s1544,"2023 State of Israel - 75 Years",Catalog,pic.php?ID=6110s1544,,,5.00,6.00,,,1,1,,,,,,,2,
6110s1546,"2023 Nesher Centennial",Catalog,pic.php?ID=6110s1546,,,5.50,6.50,,,1,1,,,,,,,2,
6110s1548,"2023 Memorial Day",Catalog,pic.php?ID=6110s1548,,,1.90,2.60,,,1,1,,,,,,,2,
6110s1550,"2023 Meir Har-Zion",Catalog,pic.php?ID=6110s1550,,,3.00,4.00,,,1,1,,,,,,,2,
6110s1551,"2023 Aerial Firefighting - Cyprus Joint Issue",Catalog,pic.php?ID=6110s1551,,,5.50,6.50,,,1,1,,,,,,,2,
6110s1555,"2023 Anu - Museum of the Jewish People",Catalog,pic.php?ID=6110s1555,,,9.00,11.00,,,1,1,,,,,,,2,
6110s1557,"2023 2023 Festivals",Catalog,pic.php?ID=6110s1557,,,7.00,8.00,,,1,1,,,,,,,2,
6110s1559,"2023 Betar Centennial",Catalog,pic.php?ID=6110s1559,,,2.00,3.00,,,1,1,,,,,,,2,
6110s1560,"2023 Israeli Achievements - Software",Catalog,pic.php?ID=6110s1560,,,10.00,13.00,,,1,1,,,,,,,2,
6110s1561,"2023 Springs in Israel",Catalog,pic.php?ID=6110s1561,,,10.00,12.00,,,1,1,,,,,,,2,
6110s1563,"2023 Early Wine Industry in Israel",Catalog,pic.php?ID=6110s1563,,,10.00,13.00,,,1,1,,,,,,,2,
6110s1564,"2023 75 Years of Friendship - Guatemala Joint Issue",Catalog,pic.php?ID=6110s1564,,,5.00,6.00,,,1,1,,,,,,,2,
6110s1566,"2023 Printing Doar Ivri Stamps",Catalog,pic.php?ID=6110s1566,,,2.90,3.90,,,1,1,,,,,,,2,
6110s1567,"2024 Embroidery in Israel Part 1",Catalog,pic.php?ID=6110s1567,,,10.00,13.00,,,1,1,,,,,,,2,
6110s1571,"2024 Youth Hostels in Israel",Catalog,pic.php?ID=6110s1571,,,3.00,4.00,,,1,1,,,,,,,2,
6110s1573,"2024 Israel Security Agency",Catalog,pic.php?ID=6110s1573,,,5.00,6.00,,,1,1,,,,,,,2,
6110s1574,"2024 Ramat Hanadiv Gardens",Catalog,pic.php?ID=6110s1574,,,8.00,9.00,,,1,1,,,,,,,2,
6110s1576,"2024 Colorful Dances",Catalog,pic.php?ID=6110s1576,,,4.50,5.00,,,1,1,,,,,,,2,
6110s1577,"2024 Olympic Games - Paris 2024",Catalog,pic.php?ID=6110s1577,,,9.00,10.00,,,1,1,,,,,,,2,
6110s1578,"2024 ZAKA - Search and Rescue",Catalog,pic.php?ID=6110s1578,,,7.00,8.00,,,1,1,,,,,,,2,
6110s1579,"2024 Memorial Day",Catalog,pic.php?ID=6110s1579,,,2.00,3.00,,,1,1,,,,,,,2,
6110s1581,"2024 Murals - The Market Jerusalem",Catalog,pic.php?ID=6110s1581,,,5.00,,,,1,,,,,,,,2,
6110s1582,"2024 Murals - The Market Jerusalem - Souvenir Sheet",Catalog,pic.php?ID=6110s1582,,,10.00,11.00,,,1,1,,,,,,,2,
6110s1583,"2024 Festivals 2024 - The Four Species",Catalog,pic.php?ID=6110s1583,,,6.00,7.00,,,1,1,,,,,,,2,
6110s1585,"2024 Paralympic Games - Paris 2024",Catalog,pic.php?ID=6110s1585,,,8.00,9.00,,,1,1,,,,,,,2,
6110s1586,"2024 Ramat Gan Safari",Catalog,pic.php?ID=6110s1586,,,10.00,11.00,,,1,1,,,,,,,2,
6110s1588,"2024 YAMAM - National Counter Terror Unit",Catalog,pic.php?ID=6110s1588,,,3.50,4.00,,,1,1,,,,,,,2,
6110s1589,"2024 Philately Day - Community Garden",Catalog,pic.php?ID=6110s1589,,,2.50,3.90,,,1,1,,,,,,,2,
6110s1591,"2024 Mossad 75 years - Israeli Secret Intelligence Service",Catalog,pic.php?ID=6110s1591,,,7.20,8.90,,,1,1,,,,,,,2,
6110s1592,"2024 Israel Nature and Parks Authority",Catalog,pic.php?ID=6110s1592,,,8.90,9.00,,,1,1,,,,,,,2,
6110s1593,"2024 Israel Police",Catalog,pic.php?ID=6110s1593,,,7.90,8.50,,,1,1,,,,,,,2,
6110s1594,"2024 Centennial Year of Bnei Brak",Catalog,pic.php?ID=6110s1594,,,3.50,4.00,,,1,1,,,,,,,2,
6110e1037L,"12.08.18 Medical Herbs and Spices 'DOAR 24' Booklet (11th print, 11 menorahs) (12v)",Catalog,pic.php?ID=6110e1037L,,,20.00,27.00,,,1,1,,,,,,,3,
6110e1144F,"16.04.19 Butterflies Booklet (7th print, 7 menorahs) (20v)",Catalog,pic.php?ID=6110e1144F,,,20.00,30.00,,,1,1,,,,,,,3,
6110e1037M,"18.06.19 Medical Herbs and Spices 'DOAR 24' Booklet (12th print, 12 menorahs) (12v)",Catalog,pic.php?ID=6110e1037M,,,20.00,27.00,,,1,1,,,,,,,3,
6110e1438,"18.09.19 Autumn Flowers Booklet (6v)",Catalog,pic.php?ID=6110e1438,,,11.00,15.00,,,1,1,,,,,,,3,
6110e1448,"04.02.20 Rose 'DOAR 24' Booklet (1st print, 1 star) (12v)",Catalog,pic.php?ID=6110e1448,,,24.00,28.00,,,1,1,,,,,,,3,
6110e1144G,"26.04.22 Butterflies Booklet (8th print, 8 menorahs) (20v)",Catalog,pic.php?ID=6110e1144G,,,21.00,30.00,,,1,1,,,,,,,3,
6110e1448A,"26.04.22 Rose 'DOAR 24' Booklet (2nd print, 2 stars) (12v)",Catalog,pic.php?ID=6110e1448A,,,22.00,30.00,,,1,1,,,,,,,3,
6110e1144H,"07.02.23 Butterflies Booklet (9th print, 9 menorahs) (20v)",Catalog,pic.php?ID=6110e1144H,,,27.00,35.00,,,1,1,,,,,,,3,
6110e1554,"28.03.23 State of Israel - 75 Years Booklet (12v)",Catalog,pic.php?ID=6110e1554,,,18.00,25.00,,,1,1,,,,,,,3,
6110e1553,"11.07.23 Love 'DOAR 72' Booklet (1st print, 1 menorah) (18v)",Catalog,pic.php?ID=6110e1553,,,30.00,38.00,,,1,1,,,,,,,3,
6110e1144I,"13.02.24 Butterflies Booklet (10th print, 10 menorahs) (20v)",Catalog,pic.php?ID=6110e1144I,,,29.00,37.00,,,1,1,,,,,,,3,
6110e1595,"24.12.24 Ramat Gan Safari - Rhino Booklet (1st print, 1 menorah) (12v)",Catalog,pic.php?ID=6110e1595,,,19.00,22.00,,,1,1,,,,,,,3,
6110j595,"1993 Ghettos Uprisings Joint Issue with Poland",Catalog,pic.php?ID=6110j595,,,1.20,,,,1,,,,,,,,14,
6110j595A,"1993 Ghettos Uprisings  - Joint Issue with Poland, Full Sheet of 15 Stamps",Catalog,pic.php?ID=6110j595A,,,10.00,,,,1,,,,,,,,14,
6110j682,"1996 Hanukkah '96 Joint Issue with United States",Catalog,pic.php?ID=6110j682,,,0.90,,,,1,,,,,,,,14,
6110j682A,"1996 Hanukkah '96  - Joint Issue with United States, Full Sheet of 20 Stamps",Catalog,pic.php?ID=6110j682A,,,10.00,,,,1,,,,,,,,14,
6110j682xFSF,"1996 Hanukkah '96 Joint Issue with United States, Souvenir folder (foreign design)",Catalog,pic.php?ID=6110j682xFSF,,,4.00,,,,1,,,,,,,,14,
6110j682xFSL,"1996 Hanukkah '96 Joint Issue with United States, Souvenir leaf (foreign design)",Catalog,pic.php?ID=6110j682xFSL,,,1.00,,,,1,,,,,,,,14,
6110j752,"1999 Paint by James Ensor Joint Issue with Belgium",Catalog,pic.php?ID=6110j752,,,1.20,,,,1,,,,,,,,14,
6110j752A,"1999 Paint by James Ensor  - Joint Issue with Belgium, Full Sheet of 15 Stamps",Catalog,pic.php?ID=6110j752A,,,10.00,,,,1,,,,,,,,14,
6110j762,"1999 Ceramic Urns Joint Issue with Slovakia",Catalog,pic.php?ID=6110j762,,,,,,,1,,,,,,,,14,
6110j762xJFDC,"1999 Ceramic Urns Joint Issue with Slovakia, Joint cover (Israeli design)",Catalog,pic.php?ID=6110j762xJFDC,,,7.00,,,,1,,,,,,,,14,
6110j786,"2000 Synagogue Budapest  - Joint Issue with Hungary",Catalog,pic.php?ID=6110j786,,,5.00,,,,1,,,,,,,,14,
6110j786A,"2000 Synagogue Budapest  - Joint Issue with Hungary, Special Sheet",Catalog,pic.php?ID=6110j786A,,,100.00,,,,1,,,,,,,,14,
6110j814,"2001 Shota Rustaveli Georgian Poet Joint Issue with Georgia",Catalog,pic.php?ID=6110j814,,,,,,,1,,,,,,,,14,
6110j814A,"2001 Shota Rustaveli Georgian Poet  - Joint Issue with Georgia, Full Sheet of 15 Stamps",Catalog,pic.php?ID=6110j814A,,,10.00,,,,1,,,,,,,,14,
6110j895,"2004 Roma Synagogue Centenary Joint Issue with Italy",Catalog,pic.php?ID=6110j895,,,4.00,,,,1,,,,,,,,14,
6110j895A,"2004 Roma Synagogue Centenary  - Joint Issue with Italy, Full 2 Small Sheets of 12 Stamps",Catalog,pic.php?ID=6110j895A,,,20.00,35.00,,,1,1,,,,,,,14,
6110j898A,"2004 Theodor Herzl Centennial Anniversary of His Death  - Joint Issue with Austria",Catalog,pic.php?ID=6110j898A,,,1.70,9.00,,,1,1,,,,,,,14,
6110j898B,"2004 Theodor Herzl Centennial Anniversary of His Death  - Joint Issue with Hungary",Catalog,pic.php?ID=6110j898B,,,1.70,9.00,,,1,1,,,,,,,14,
6110j898C,"2004 Theodor Herzl Centennial Anniversary of His Death  - Joint Issue with Austria, Full Small Sheet of 9 Stamps",Catalog,pic.php?ID=6110j898C,,,8.00,20.00,,,1,1,,,,,,,14,
6110j898D,"2004 Theodor Herzl Centennial Anniversary of His Death  - Joint Issue with Hungary, Full Small Sheet of 9 Stamps",Catalog,pic.php?ID=6110j898D,,,8.00,20.00,,,1,1,,,,,,,14,
6110j1038,"2008 Israel France 60 Years of Friendship  - Joint Issue with France",Catalog,pic.php?ID=6110j1038,,,4.50,12.50,,,1,1,,,,,,,14,
